category,id,date,location,total_sale,nooflots,lot,title,descr,measures,empty,estimated,realized
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 74,A ROMAN PAVONAZZETTO MARBLE DACIAN,CIRCA 1ST-2ND CENTURY A.D.,23½ in. (63 cm.) high ,,"estimate £60,000 - £90,000($97,260 - $145,890) ","price realized £68,500  ($110,970)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 75,A ROMAN MARBLE SARCOPHAGUS FRAGMENT,CIRCA 2ND CENTURY A.D.,23 in. (58.4 cm.) high ,,"estimate £20,000 - £30,000($32,420 - $48,630) ","price realized £25,000  ($40,500)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 76,A ROMAN MARBLE HEAD OF VENUS,CIRCA 1ST-2ND CENTURY A.D.,7 in. (17.8 cm.) high ,,"estimate £18,000 - £22,000($29,178 - $35,662) ","price realized £68,500  ($110,970)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 77,A ROMAN MARBLE TORSO OF AN ATHLETE,CIRCA 1ST-2ND CENTURY A.D.,37 in. (94 cm.) high ,,"estimate £800,000 - £1,200,000($1,296,800 - $1,945,200) ","price realized £962,500  ($1,559,250)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 79,A ROMAN MARBLE STELE,CIRCA 2ND CENTURY-3RD CENTURY A.D.,28¾ in. (70 cm.) high ,,"estimate £3,000 - £5,000($4,863 - $8,105) ","price realized £8,750  ($14,175)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 81,A ROMAN MARBLE TORSO OF SYLVANUS,CIRCA 1ST-2ND CENTURY A.D.,12½ in. (31.8 cm.) high ,,"estimate £3,000 - £4,000($4,863 - $6,484) ","price realized £4,375  ($7,088)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 82,A GALLO-ROMAN MARBLE PRIAPUS,CIRCA 1ST CENTURY A.D.,14½ in. (36.9 cm.) high ,,"estimate £6,000 - £8,000($9,726 - $12,968) ","price realized £10,500  ($17,010)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 83,A ROMAN MARBLE PRIAPUS,CIRCA 2ND CENTURY A.D.,20 in. (51 cm.) high ,,"estimate £10,000 - £15,000($16,210 - $24,315) ","price realized £13,750  ($22,275)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 85,A ROMAN MARBLE LOWER LEG AND FOOT FRAGMENT,CIRCA 2ND CENTURY A.D.,20 in. (51 cm.) high ,,"estimate £10,000 - £15,000($16,210 - $24,315) ","price realized £11,250  ($18,225)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 88,A ROMAN BRONZE ISIS-APHRODITE,CIRCA 2ND CENTURY A.D.,13¼ in. (33.5 cm.) high ,,"estimate £25,000 - £35,000($40,525 - $56,735) ","price realized £80,500  ($130,410)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 89,A ROMAN SILVER SHELL-SHAPED DISH,CIRCA 3RD CENTURY A.D.,6¾ in. (17 cm.) wide max. ,,"estimate £50,000 - £70,000($81,050 - $113,470) ","price realized £116,500  ($188,730)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 90,A ROMAN GREEN GLASS AMPHORA,CIRCA 3RD-4TH CENTURY A.D.,9 in. (22.9 cm.) high ,,"estimate £2,000 - £3,000($3,242 - $4,863) ","price realized £4,000  ($6,480)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 92,A ROMAN MARBLE MALE HEAD,CIRCA 2ND CENTURY A.D.,8¾ in. (22 cm.) high ,,"estimate £5,000 - £7,000($8,105 - $11,347) ","price realized £11,875  ($19,238)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 93,A ROMAN BRONZE BALSAMARIUM,CIRCA 2ND CENTURY A.D.,5¾ in. (14.5 cm.) high excl. handle ,,"estimate £4,000 - £6,000($6,484 - $9,726) ","price realized £5,000  ($8,100)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 94,A ROMAN MARBLE MALE PORTRAIT BUST,CIRCA 3RD-4TH CENTURY A.D.,26 in. (66 cm.) high ,,"estimate £30,000 - £50,000($48,630 - $81,050) ","price realized £35,000  ($56,700)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 95,AN EGYPTIAN RED GRANITE JAR,"PREDYNASTIC PERIOD, NAQADA III, CIRCA 3200-3000 B.C.",12 in. (30.5 cm.) wide ,,"estimate £20,000 - £30,000($32,420 - $48,630) ","price realized £32,500  ($52,650)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 96,AN EGYPTIAN WOOD FEMALE FIGURE,"OLD KINGDOM-FIRST INTERMEDIATE PERIOD, CIRCA 2300-2025 B.C.",15¾ in. (40 cm.) high ,,"estimate £30,000 - £50,000($48,630 - $81,050) ","price realized £98,500  ($159,570)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 97,AN EGYPTIAN BANDED ALABASTER BOWL,"EARLY DYNASTIC PERIOD, DYNASTY I-III, CIRCA 3000-2600 B.C.",11½ in. (29.2 cm.) wide ,,"estimate £4,000 - £6,000($6,484 - $9,726) ","price realized £4,375  ($7,088)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 98,"AN EGYPTIAN WOOD FIGURE OF THE OVERSEER, TJETETI","OLD KINGDOM, DYNASTY VI, REIGN OF PEPY II, CIRCA 2278-2181 B.C.",16 7/8 in. (42.9 cm.) high ,,"estimate £20,000 - £30,000($32,420 - $48,630) ","price realized £68,500  ($110,970)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 99,AN EGYPTIAN BRONZE CAT,"LATE PERIOD-PTOLEMAIC PERIOD, CIRCA 664-30 B.C.",7½ in. (19 cm.) high ,,"estimate £40,000 - £60,000($64,840 - $97,260) ","price realized £50,000  ($81,000)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 100,A FRAGMENTARY EGYPTIAN PAINTED LIMESTONE HEAD OF AN OFFICIAL,"NEW KINGDOM, DYNASTY XVIII, PROBABLY REIGN OF AMENHOTEP II OR III, CIRCA",3 1/8 in. (8 cm.) high ,,"estimate £5,000 - £7,000($8,105 - $11,347) ","price realized £8,750  ($14,175)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 101,AN EGYPTIAN GREEN FAIENCE AEGIS,"LATE PERIOD, CIRCA 664-332 B.C.",2 5/8 in. (6.7 cm.) high ,,"estimate £3,000 - £5,000($4,863 - $8,105) ","price realized £10,000  ($16,200)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 102,AN EGYPTIAN BRONZE CAT,"LATE PERIOD-PTOLEMAIC PERIOD, CIRCA 664-30 B.C.",4 9/16 in. (11.5 cm.) high excl. base ,,"estimate £10,000 - £15,000($16,210 - $24,315) ","price realized £27,500  ($44,550)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 103,A LARGE EGYPTIAN BRONZE OSIRIS,"LATE PERIOD-EARLY PTOLEMAIC PERIOD, CIRCA 664-150 B.C.",23½ in. (60 cm.) high ,,"estimate £30,000 - £50,000($48,630 - $81,050) ","price realized £80,500  ($130,410)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 104,AN EGYTPIAN FAIENCE THOTH AMULET,"PTOLEMAIC PERIOD, CIRCA 332-30 B.C.",4 3/8 in. (11.1 cm.) high ,,"estimate £8,000 - £12,000($12,968 - $19,452) ","price realized £13,750  ($22,275)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 105,AN EGYPTIAN INDURATED LIMESTONE HORUS FALCON,"LATE PERIOD-PTOLEMAIC PERIOD, CIRCA 400-200 B.C.",2¼ in. (5.7 cm.) long ,,"estimate £2,000 - £3,000($3,242 - $4,863) ","price realized £3,250  ($5,265)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 107,AN EGYPTIAN BRONZE NEITH,"LATE PERIOD, DYNASTY XXVI, CIRCA 664-525 B.C.",5¾in. (24.6 cm.) high. ,,"estimate £8,000 - £10,000($12,968 - $16,210) ","price realized £8,750  ($14,175)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 108,AN EGYPTIAN BRONZE SEATED FIGURE OF SEKHMET,"LATE PERIOD-PTOLEMAIC PERIOD, CIRCA 664-30 B.C.",6 in. (25.3 cm.) high. ,,"estimate £8,000 - £12,000($12,968 - $19,452) ","price realized £8,750  ($14,175)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 110,AN EGYPTIAN LIMESTONE SCULPTOR'S MODEL,"EARLY PTOLEMAIC PERIOD, CIRCA 4TH-3RD CENTURY B.C.",6¼ in. (15.8 cm.) high ,,"estimate £3,000 - £4,000($4,863 - $6,484) ","price realized £17,500  ($28,350)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 112,THREE FRAGMENTARY EGYPTIAN MOSAIC GLASS 'NEW COMEDY' THEATRICAL MASKS,"GRAECO-ROMAN PERIOD, CIRCA 1ST CENTURY B.C.-1ST CENTURY A.D.",1¼ in. (3.2 cm.) high max. 	 (3),,"estimate £3,000 - £5,000($4,863 - $8,105) ","price realized £15,000  ($24,300)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 113,THREE EGYPTIAN FAIENCE SHABTIS,"LATE PERIOD, DYNASTY XXVI, CIRCA 664-525 B.C.",4 in. (10 cm.) high max. 	 (3),,"estimate £2,000 - £3,000($3,242 - $4,863) ","price realized £1,875  ($3,038)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 116,A WESTERN ASIATIC GOLD AND LAPIS-LAZULI NECKLACE,CIRCA 1ST MILLENIUM B.C.,18¾ in. (27.5 cm.) long ,,"estimate £3,000 - £5,000($4,863 - $8,105) ","price realized £4,375  ($7,088)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 120,A PAIR OF GREEK RAM-HEADED GOLD BRACELETS,"BLACK SEA REGION, CIRCA 6TH-5TH CENTURY B.C.",3½ in. (8.9 cm.) wide 	 (2),,"estimate £25,000 - £35,000($40,525 - $56,735) ","price realized £30,000  ($48,600)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 121,A GREEK GOLD FIBULA OF MACEDONIAN TYPE,"HELLENISTIC PERIOD, CIRCA 330-300 B.C.",1½ in. (3.7 cm.) high ,,"estimate £2,000 - £3,000($3,242 - $4,863) ","price realized £2,375  ($3,848)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 122,A PAIR OF GREEK GOLD EARRINGS,"HELLENISTIC PERIOD, CIRCA 3RD-2ND CENTURY B.C.",1 in. (2.8 cm.) high max. excl. ear wire 	 (2),,"estimate £7,000 - £10,000($11,347 - $16,210) ","price realized £9,375  ($15,188)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 124,AN ITALIC BANDED CHALCEDONY INTAGLIO,CIRCA 2ND-1ST CENTURY B.C.,7/16 in. (1.1 cm.) high; ring size P ,,"estimate £3,000 - £5,000($4,863 - $8,105) ","price realized £4,000  ($6,480)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 125,A ROMAN SARDONYX CAMEO,CIRCA 1ST-2ND CENTURY A.D.,Cameo: ¾ in. (1.9 cm.) diam. max.; ring size O ,,"estimate £12,000 - £18,000($19,452 - $29,178) ","price realized £25,000  ($40,500)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 126,A HELLENISTIC GOLD AND CARNELIAN NECKLACE,CIRCA 3RD-2ND CENTURY B.C.,16 1/8 in. (41 cm.) long ,,"estimate £7,000 - £10,000($11,347 - $16,210) ","price realized £13,750  ($22,275)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 127,"A ROMAN GOLD, AMETHYST AND EMERALD RING",CIRCA 3RD-4TH CENTURY A.D.,1 in. (2.5 cm.) high; ring size M ,,"estimate £10,000 - £15,000($16,210 - $24,315) ","price realized £25,000  ($40,500)"
Antiquities,Auction                1174,"24 October 2013,                    London","24 October 2013,                    London","SALE TOTAL: 3,408,250 (GBP)",99 Lotsfor Sale 1174,Lot 129,A ROMAN GOLD BRACELET,CIRCA 2ND-3RD CENTURY A.D.,2 7/8 in. (7.3 cm.) wide ,,"estimate £2,000 - £4,000($3,242 - $6,484) ","price realized £8,125  ($13,163)"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 1,A PAIR OF CHINESE EXPORT FAMILLE ROSE CACHE POTS,CIRCA 1775,8¼ in. (21 cm.) high 	 (2),,"estimate $6,000 - $9,000 ","price realized $5,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 2,A CHINESE PORCELAIN FAMILLE ROSE ENAMEL OCTAGONAL JARDINIERE,LATE 19TH/20TH CENTURY,15½ in. (39.5 cm.) wide ,,"estimate $800 - $1,200 ","price realized $6,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 3,A PAIR OF CHINESE FAMILLE ROSE GARDEN SEATS,19TH CENTURY,17¾ in. (45 cm.) high 	 (2),,"estimate $2,000 - $3,000 ","price realized $6,875"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 4,A GROUP OF FRENCH ORMOLU BOUILLOTTE LAMPS,20TH CENTURY,"25½ in. (65 cm.) high, the lamps 	 (3)",,"estimate $1,000 - $1,500 ","price realized $2,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 5,A PAIR OF FRENCH ORMOLU AND MARBLE GUERIDONS,20TH CENTURY,"27¼ in. (69 cm.) high, 23¾ in. (60.5 cm.) diameter 	 (4)",,"estimate $5,000 - $8,000 ","price realized $10,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 7,AN OCTAGONAL NEEDLEPOINT RUG,"FRANCE, EARLY 20TH CENTURY",Approximately 6 ft. 9 in. x 5 ft. 10 in. (206 cm. x 178 cm.) ,,"estimate $4,000 - $6,000 ","price realized $6,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 8,A PAIR OF CHINESE EXPORT-STYLE FAMILLE VERTE MODELS OF COCKERELS,20TH CENTURY,11¾ in. (29.8 cm.) high 	 (2),,"estimate $1,000 - $1,500 ","price realized $5,625"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 9,A CHINESE HARDSTONE FIGURE OF A RECUMBENT HORSE,20TH CENTURY,17½ in. (44.5 cm.) long 	 (2),,"estimate $1,000 - $1,500 ","price realized $1,375"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 10,A PAIR OF CHINESE EXPORT CORAL RED COCKERELS AND A COCKEREL-FORM BOX AND COVER,20TH CENTURY,The pair 14 in. (35.5 cm.) high 	 (4),,"estimate $1,500 - $2,000 ","price realized $1,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 12,A PAIR OF FRENCH PAPIER PEINT PANELS,EARLY 19TH CENTURY,"22½ in. (57 cm.) high, 35 in. (89 cm.) wide, the slightly larger 	 (2)",,"estimate $2,000 - $3,000 ","price realized $2,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 13,A ROMAN MARBLE COLUMN CAPITAL,CIRCA 2ND-3RD CENTURY A.D.,28½ in. (72.4 cm.) wide ,,"estimate $5,000 - $7,000 ","price realized $18,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 14,A NAPOLEON III ORMOLU-MOUNTED ENGRAVED GLASS AND EBONIZED MIRROR,LATE 19TH CENTURY,"53 in. (134.5 cm.) high, 31½ in. (180 cm.) wide ",,"estimate $4,000 - $6,000 ","price realized $2,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 15,A PAIR OF LOUIS XV GREY-PAINTED CONSOLE TABLES,CIRCA 1755-60,"33 in. (83 cm.) high, 26¼ in. (66.5 cm.) wide, 12¾ in. (32.5 cm.) deep 	 (4)",,"estimate $4,000 - $6,000 ","price realized $8,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 16,A SPANISH BLACK-PAINTED AND PARCEL-GILT BENCH,SECOND QUARTER 18TH CENTURY,"15½ in. (39.5 cm.) high, 29½ in. (75 cm.) wide, 18¼ in. (46.5 cm.) deep ",,"estimate $2,000 - $3,000 ","price realized $2,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 17,A PAIR OF FRENCH ORMOLU TWIN-BRANCH WALL LIGHTS,SECOND HALF 19TH CENTURY,"21¾ in. (55 cm.) high, the slightly taller 	 (2)",,"estimate $4,000 - $6,000 ","price realized $2,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 18,A CONTINENTAL REPOUSSE BRASS MIRROR,"LATE 19TH/20TH CENTURY, THE REPOUSSE ELEMENTS PROBABLY REUSED","54¼ in. (138 cm.) high, 44¾ in. (113.5 cm.) wide ",,"estimate $3,000 - $5,000 ","price realized $3,000"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 19,A GEORGE IV GILTWOOD SIDE TABLE,"PROBABLY IRISH, THE TABLE CIRCA 1825, THE TOP ROMAN, LATE 18TH CENTURY","32½ in. (62.5 cm.) high, 47¾ in. (121 cm.) wide, 24¼ in. (61.5 cm.) deep ",,"estimate $30,000 - $50,000 ","price realized $27,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 20,A CHINESE EXPORT 'CANTON FAMILLE ROSE' PUNCH BOWL,LATE 19TH CENTURY,15¾ in. (40 cm.) diameter ,,"estimate $2,500 - $3,500 ","price realized $4,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 22,A PAIR OF ITALIAN GILTWOOD AND MOLDED GLASS FOUR-BRANCH WALL-LIGHTS,"SECOND QUARTER 18TH CENTURY, THE ARMS POSSIBLY ASSOCIATED OR ORIGINALLY","29½ in. (75 cm.) high, 39 in. (99 cm.) wide, 21½ in. (54.5 cm.) deep ",,"estimate $10,000 - $15,000 ","price realized $8,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 24,A PAIR OF CONTINENTAL SWAN-FORM TUREENS AND COVERS,20TH CENTURY,21 in. (53.3 cm.) long 	 (4),,"estimate $1,000 - $1,500 ","price realized $3,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 26,A PAIR OF COMPOSITION GARDEN URNS,"FRENCH OR ITALIAN, LATE 19TH/20TH CENTURY","17½ in. (44.5 cm.) high, 29¼ in. (74 cm.) wide, 21½ in. (54.5 cm.), the slightly larger 	 (2)",,"estimate $3,000 - $5,000 ","price realized $4,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 28,"A BUCCELLATI SILVERED SEASHELL, A SMALLER SILVERED SEASHELL, AND THREE...",20TH CENTURY,The Buccellati shell 7½ in. (19 cm.) long 	 (5),,"estimate $1,200 - $1,800 ","price realized $1,500"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 29,A GROUP OF DINING ACCESSORIES,20TH CENTURY,The place card holders 2½ in. (6.3 cm.) wide at base 	 (29),,"estimate $1,000 - $1,500 ","price realized $10,625"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 31,A FRENCH MAHOGANY EXTENDING DINING TABLE,20TH CENTURY,"29½ in. (75 cm.) high, 198¼ in. (503.5 cm.) wide, fully extended, 56¾ in. (144 cm.) deep ",,"estimate $5,000 - $8,000 ","price realized $13,750"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 32,A PAIR OF NORTH EUROPEAN TINTED STONE COMPOSITION URNS,LATE 19TH/EARLY 20TH CENTURY,20 1/4 in. (51.5 cm.) high 	 (2),,"estimate $2,000 - $3,000 ","price realized $1,250"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 33,A LOUISXV WALNUT BUFFET,"MID-18TH CENTURY, LATER CUT INTO TWO SECTIONS","43 1/4 in. (106 cm.) high, 150 1/2 in. (382 cm.) wide, 26 1/4 (67 cm.) deep ",,"estimate $10,000 - $15,000 ","price realized $8,125"
Michael Taylor and the Alchemy of Design: The Diana Dollar Knowles Collection,Auction                2775,"22 October 2013,                    New York","22 October 2013,                    New York","SALE TOTAL: 3,202,187 (USD)",288 Lotsfor Sale 2775,Lot 34,"A CONTINENTAL GILT-METAL, CUT-GLASS AND ROCK CRYSTAL TWELVE-LIGHT CHANDELIER",20TH CENTURY,43 in. (114 cm.) high ,,"estimate $8,000 - $12,000 ","price realized $5,000"
